,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYN,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolYN,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Bathrooms
2440,535152200,1176,136500,20,RL,74.0,8856,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,3,3,CBlock,3.0,3.0,1.0,5.0,621.0,2.0,52.0,503.0,1176.0,GasA,3,Y,SBrkr,1176,0,0,1.0,0.0,1,0,3,1,3,6,8,2,4.0,Attchd,yes,2.0,1.0,292.0,3.0,3.0,3,0,88,0,0,95,no,0.0,NO,5,2008,WD ,Normal,2.0
2441,907410080,1484,213000,20,RL,70.0,8400,Pave,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4.0,3.0,3.0,6.0,712.0,1.0,0.0,761.0,1473.0,GasA,5,Y,SBrkr,1484,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0.0,Attchd,yes,2.0,2.0,606.0,3.0,3.0,3,0,35,0,144,0,no,0.0,NO,5,2010,WD ,Normal,3.0
2442,916386080,1394,167500,80,RL,73.0,9735,Pave,0.0,1,4,4,Inside,3,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,4,Y,SBrkr,754,640,0,0.0,0.0,2,1,3,1,4,7,8,0,0.0,BuiltIn,yes,3.0,2.0,400.0,3.0,3.0,3,100,0,0,0,0,no,0.0,NO,5,2008,WD ,Normal,2.5
2443,534479240,1728,137000,60,RL,79.0,9462,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,704.0,704.0,GasA,4,Y,FuseA,1024,704,0,0.0,0.0,1,1,3,1,3,7,7,1,4.0,Attchd,yes,1.0,1.0,234.0,3.0,3.0,3,245,60,0,0,0,no,0.0,MnPrv,7,2006,WD ,Normal,1.5
2444,916386040,1442,172500,80,RL,73.0,9802,Pave,0.0,1,4,4,Inside,3,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,352.0,352.0,GasA,4,Y,SBrkr,712,730,0,0.0,0.0,2,1,3,1,3,6,8,0,0.0,BuiltIn,yes,3.0,2.0,400.0,3.0,3.0,3,100,0,0,0,0,no,0.0,NO,4,2008,WD ,Normal,2.5
2445,527161040,1382,177500,80,RL,57.0,8923,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,189.0,1.0,0.0,195.0,384.0,GasA,4,Y,SBrkr,751,631,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,BuiltIn,yes,3.0,2.0,396.0,3.0,3.0,3,256,0,0,0,0,no,0.0,NO,2,2009,WD ,Normal,2.5
2446,528490070,1653,209000,60,FV,65.0,8127,Pave,0.0,2,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,410.0,1.0,0.0,402.0,812.0,GasA,5,Y,SBrkr,812,841,0,1.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,2.0,2.0,628.0,3.0,3.0,3,0,45,0,0,0,no,0.0,NO,3,2009,WD ,Normal,3.5
2447,909175050,2192,179500,75,RL,60.0,8400,Pave,0.0,1,3,4,Inside,2,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,PConc,3.0,3.0,1.0,2.0,378.0,1.0,0.0,342.0,720.0,GasA,5,Y,SBrkr,1052,720,420,0.0,0.0,2,1,4,1,4,8,8,1,4.0,Detchd,yes,1.0,1.0,240.0,3.0,3.0,3,262,24,0,0,0,no,0.0,NO,7,2008,WD ,Normal,2.5
2448,908275040,1678,119900,90,RL,65.0,10926,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1678.0,1678.0,GasA,3,Y,SBrkr,1678,0,0,0.0,0.0,2,0,6,2,3,10,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,8,2009,WD ,Normal,2.0
2449,534104090,1929,226000,60,FV,55.82181562828688,7050,Pave,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,738.0,1.0,0.0,319.0,1057.0,GasA,5,Y,SBrkr,1057,872,0,1.0,0.0,2,1,3,1,4,7,8,1,3.0,Attchd,yes,3.0,2.0,650.0,3.0,3.0,3,0,235,0,0,0,no,0.0,NO,5,2007,WD ,Normal,3.5
2450,528218090,1456,184000,60,RL,63.0,10928,Pave,0.0,1,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,0.0,0.0,2,1,3,1,4,8,8,1,4.0,Attchd,yes,3.0,2.0,390.0,3.0,3.0,3,100,0,0,0,0,no,0.0,NO,6,2009,WD ,Normal,2.5
2451,532378110,1040,127000,20,RL,54.61036345933257,6897,Pave,0.0,2,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,659.0,1.0,0.0,381.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0.0,Detchd,yes,1.0,1.0,260.0,3.0,3.0,3,0,104,0,0,0,no,0.0,NO,4,2010,WD ,Normal,2.5
2452,527355280,1686,207500,20,RL,79.0,10240,Pave,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4.0,3.0,1.0,4.0,625.0,2.0,1061.0,0.0,1686.0,GasA,3,Y,SBrkr,1686,0,0,1.0,0.0,2,0,3,1,3,7,8,1,3.0,Attchd,yes,1.0,2.0,612.0,3.0,3.0,3,384,131,0,0,0,no,0.0,NO,5,2006,WD ,Normal,3.0
2453,535151040,1144,150000,20,RL,73.0,8760,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,4,3,CBlock,3.0,3.0,1.0,5.0,856.0,1.0,0.0,313.0,1169.0,GasA,3,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0.0,Attchd,yes,2.0,1.0,286.0,3.0,3.0,3,257,0,0,0,0,no,0.0,NO,6,2009,WD ,Normal,2.0
2454,910203090,1200,119000,50,RM,58.0,8155,Pave,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,GasA,4,Y,FuseA,780,420,0,0.0,0.0,1,0,4,1,3,7,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,96,0,0,no,0.0,NO,7,2008,WD ,Normal,1.0
2455,535151080,1008,135000,20,RL,109.0,9723,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1008.0,1008.0,GasA,3,Y,SBrkr,1008,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0.0,Attchd,yes,2.0,2.0,430.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,10,2006,WD ,Normal,1.0
2456,923228390,1092,75190,160,RM,21.0,1890,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,546.0,546.0,GasA,5,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,3,6,8,0,0.0,Attchd,yes,1.0,1.0,286.0,3.0,3.0,3,0,0,0,0,0,no,0.0,GdWo,4,2007,COD,Normal,1.5
2457,527405180,864,124500,20,RL,70.0,8120,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,191.0,1.0,0.0,673.0,864.0,GasA,5,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,463.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2009,WD ,Normal,1.0
2458,923225300,1092,83500,160,RM,15.630108375920326,1974,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,334.0,1.0,0.0,212.0,546.0,GasA,3,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,3,6,8,0,0.0,Attchd,yes,2.0,1.0,286.0,3.0,3.0,3,120,96,0,0,0,no,0.0,NO,5,2010,WD ,Normal,1.5
2459,923230180,768,129500,85,RL,54.0,7244,Pave,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,4,CBlock,4.0,3.0,3.0,5.0,619.0,1.0,0.0,149.0,768.0,GasA,5,Y,SBrkr,768,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,624.0,3.0,3.0,3,104,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.0
2460,527256030,2234,441929,20,RL,85.0,14082,Pave,0.0,2,2,4,Inside,3,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5.0,4.0,4.0,6.0,1558.0,1.0,0.0,662.0,2220.0,GasA,5,Y,SBrkr,2234,0,0,1.0,0.0,1,1,1,1,4,7,8,1,4.0,Attchd,yes,2.0,2.0,724.0,3.0,3.0,3,390,80,0,0,0,no,0.0,NO,1,2007,WD ,Normal,2.5
2461,528188040,1405,171750,120,RL,24.830810469547185,3136,Pave,0.0,2,4,4,Corner,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1405.0,1405.0,GasA,5,Y,SBrkr,1405,0,0,0.0,0.0,2,0,2,1,4,6,8,1,4.0,Attchd,yes,2.0,2.0,478.0,3.0,3.0,3,148,36,0,0,0,no,0.0,NO,3,2006,WD ,Normal,2.0
2462,902125120,1047,100000,30,RM,60.0,10800,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,NO,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,641.0,641.0,GasA,4,Y,SBrkr,1047,0,0,0.0,0.0,1,0,2,1,3,6,8,0,0.0,Detchd,yes,1.0,1.0,273.0,2.0,2.0,1,0,0,0,0,0,no,0.0,NO,8,2007,WD ,Normal,1.0
2463,534202170,1568,143000,20,RL,80.0,9600,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1568.0,1568.0,GasA,3,Y,SBrkr,1568,0,0,0.0,0.0,1,1,3,1,3,7,8,0,0.0,Attchd,yes,1.0,2.0,440.0,3.0,3.0,3,160,40,0,0,0,no,0.0,NO,3,2009,COD,Normal,1.5
2464,905477010,1124,93000,20,RL,77.0,8335,Pave,0.0,1,4,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,Y,SBrkr,1124,0,0,0.0,0.0,1,0,3,1,3,5,6,1,4.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,36,190,0,0,no,0.0,NO,4,2006,WD ,Normal,1.0
2465,923226250,1092,76000,160,RM,21.0,1476,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,176.0,1.0,0.0,370.0,546.0,GasA,5,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,3,5,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,200,26,0,0,0,no,0.0,NO,3,2010,WD ,Normal,1.5
2466,907203010,864,128500,20,RL,120.0,9560,Pave,0.0,2,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,4,CBlock,3.0,3.0,2.0,3.0,360.0,1.0,0.0,504.0,864.0,GasA,5,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,2.0,1.0,288.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.0
2467,535351050,1363,164900,20,RL,75.0,14559,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3.0,3.0,1.0,4.0,650.0,3.0,180.0,178.0,1008.0,GasA,5,Y,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,3,6,7,2,3.0,CarPort,yes,1.0,1.0,288.0,3.0,3.0,3,324,42,0,0,168,no,0.0,NO,6,2009,WD ,Normal,2.0
2468,906420130,2097,228000,60,RL,59.0,11228,Pave,0.0,3,4,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,4.0,50.0,6.0,531.0,499.0,1080.0,GasA,5,Y,SBrkr,1080,1017,0,0.0,1.0,2,1,3,1,4,9,8,1,3.0,Attchd,yes,1.0,3.0,678.0,3.0,3.0,3,196,187,0,0,0,no,0.0,NO,12,2008,WD ,Normal,3.0
2469,534428020,1100,141000,20,RL,98.9194244885373,12493,Pave,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,PConc,3.0,3.0,1.0,5.0,419.0,3.0,306.0,375.0,1100.0,GasA,3,Y,SBrkr,1100,0,0,1.0,0.0,1,0,3,1,3,6,8,1,1.0,Attchd,yes,2.0,1.0,312.0,3.0,3.0,3,355,0,0,0,0,no,0.0,GdWo,4,2008,WD ,Normal,2.0
2470,907192020,1690,190550,60,RL,68.0,9543,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,845.0,845.0,GasA,5,Y,SBrkr,845,845,0,0.0,0.0,2,1,3,1,4,7,8,0,0.0,Attchd,yes,2.0,2.0,517.0,3.0,3.0,3,0,103,0,0,0,no,0.0,NO,2,2007,WD ,Normal,2.5
2471,528386040,3238,410000,50,RL,56.0,14720,Pave,0.0,2,4,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4.0,3.0,3.0,6.0,816.0,1.0,0.0,1217.0,2033.0,GasA,5,Y,SBrkr,2053,1185,0,1.0,0.0,2,1,4,1,4,9,8,1,5.0,Attchd,yes,3.0,3.0,666.0,3.0,3.0,3,283,86,0,0,0,no,0.0,NO,3,2010,WD ,Normal,3.5
2472,902406090,1795,131500,50,RM,81.0,12150,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1050.0,1050.0,GasA,5,N,FuseF,1050,745,0,0.0,0.0,2,0,4,1,3,7,8,0,0.0,Attchd,yes,1.0,1.0,352.0,2.0,3.0,3,0,0,0,0,0,no,0.0,NO,11,2008,WD ,Normal,2.0
2473,535353050,1647,153000,20,RL,75.0,9532,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,1953,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,595.0,3.0,354.0,156.0,1105.0,GasA,4,Y,SBrkr,1647,0,0,1.0,0.0,1,0,3,1,3,6,7,1,2.0,Attchd,yes,3.0,1.0,280.0,3.0,3.0,3,225,0,0,0,0,yes,3.0,GdPrv,2,2007,WD ,Normal,2.0
2474,532376080,984,126000,20,RL,73.70063260540344,9308,Pave,0.0,2,4,4,CulDSac,3,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,554.0,1.0,0.0,430.0,984.0,GasA,3,Y,SBrkr,984,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,1.0,1.0,310.0,3.0,3.0,3,0,0,0,0,0,no,0.0,MnPrv,7,2006,WD ,Normal,1.0
2475,903231130,875,105000,30,RM,51.0,6120,Pave,0.0,1,4,4,Corner,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,209.0,1.0,0.0,506.0,715.0,GasA,3,Y,FuseA,875,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,180.0,2.0,3.0,3,48,0,0,0,0,no,0.0,NO,11,2009,WD ,Normal,2.0
2476,527455080,1456,138000,160,RL,24.0,2364,Pave,0.0,1,4,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,NO,0.0,4,3,CBlock,4.0,3.0,1.0,5.0,279.0,1.0,0.0,576.0,855.0,GasA,3,Y,SBrkr,855,601,0,0.0,0.0,2,1,3,1,3,6,8,1,3.0,Attchd,yes,3.0,2.0,440.0,3.0,3.0,3,147,0,0,0,0,no,0.0,NO,4,2009,WD ,Normal,2.5
2477,528250010,1394,165500,80,RL,94.61995698695435,11950,Pave,0.0,2,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,Y,SBrkr,754,640,0,0.0,0.0,2,1,3,1,4,7,8,1,3.0,BuiltIn,yes,3.0,2.0,400.0,3.0,3.0,3,100,0,0,0,0,no,0.0,NO,10,2007,WD ,Normal,2.5
2478,909101010,1196,110000,50,RL,67.0,12354,Pave,1.0,1,4,4,Corner,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,2.0,2.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,4,Y,SBrkr,684,512,0,0.0,0.0,1,0,3,1,4,7,8,0,0.0,Detchd,yes,1.0,2.0,528.0,3.0,3.0,3,0,46,0,0,0,no,0.0,GdPrv,8,2009,ConLI,Normal,1.0
2479,909275050,1502,149000,70,RL,60.0,7200,Pave,0.0,1,2,4,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,NO,0.0,3,2,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,776.0,776.0,GasA,3,Y,SBrkr,851,651,0,0.0,0.0,1,1,3,1,3,6,8,1,4.0,Attchd,yes,2.0,1.0,270.0,3.0,3.0,2,0,0,112,0,0,no,0.0,MnPrv,2,2008,WD ,Normal,1.5
2480,527302060,1479,176000,60,RL,78.0,12090,Pave,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,3,CBlock,4.0,3.0,1.0,5.0,321.0,1.0,0.0,404.0,725.0,GasA,5,Y,SBrkr,725,754,0,0.0,0.0,2,1,3,1,4,6,8,1,3.0,Attchd,yes,2.0,2.0,484.0,3.0,3.0,3,167,72,0,0,0,no,0.0,NO,3,2007,WD ,Normal,2.5
2481,534450110,666,64500,20,RL,50.0,5000,Pave,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,NO,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,299.0,1.0,0.0,367.0,666.0,GasA,2,N,SBrkr,666,0,0,0.0,1.0,1,0,2,1,4,4,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,52,0,0,0,no,0.0,MnPrv,4,2007,WD ,Normal,1.5
2482,535382130,1466,170000,50,RL,60.0,10800,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,2.0,3.0,1.0,5.0,626.0,1.0,0.0,170.0,796.0,GasA,4,Y,SBrkr,1096,370,0,0.0,1.0,2,0,3,1,4,7,7,1,3.0,Attchd,yes,1.0,2.0,566.0,3.0,3.0,3,436,21,0,0,0,no,0.0,NO,4,2006,WD ,Normal,2.5
2483,535105030,1144,139950,20,RL,75.0,7875,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,3,3,CBlock,3.0,3.0,1.0,3.0,572.0,1.0,0.0,572.0,1144.0,GasA,4,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0.0,Attchd,yes,1.0,2.0,456.0,3.0,3.0,3,0,0,0,0,0,no,0.0,GdWo,9,2008,WD ,Normal,2.0
2484,533253050,1036,188000,120,RL,36.0,3640,Pave,0.0,2,4,4,CulDSac,3,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,860.0,1.0,0.0,176.0,1036.0,GasA,3,Y,SBrkr,1036,0,0,1.0,0.0,1,0,1,1,4,4,8,1,3.0,Detchd,yes,3.0,2.0,484.0,3.0,3.0,3,133,108,0,0,0,no,0.0,NO,9,2006,WD ,Normal,2.0
2485,528138060,1535,214000,20,RL,70.0,10171,Pave,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4.0,3.0,1.0,6.0,2.0,1.0,0.0,1515.0,1517.0,GasA,5,Y,SBrkr,1535,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0.0,Attchd,yes,2.0,2.0,532.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,3,2010,WD ,Normal,2.0
2486,535377070,715,68000,30,RL,60.0,10914,Pave,1.0,1,4,4,Inside,3,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,2,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,715.0,715.0,GasA,2,N,FuseP,715,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0.0,Detchd,yes,1.0,2.0,660.0,2.0,3.0,1,0,0,75,0,112,no,0.0,NO,8,2006,WD ,Normal,1.0
2487,905201120,1383,165000,20,RL,105.18255302215077,13284,Pave,0.0,1,4,4,Inside,3,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,NO,0.0,3,3,PConc,4.0,3.0,2.0,4.0,1064.0,1.0,0.0,319.0,1383.0,GasA,3,Y,SBrkr,1383,0,0,1.0,0.0,1,0,3,1,3,6,8,1,4.0,Attchd,yes,1.0,1.0,354.0,3.0,3.0,3,511,116,0,0,0,no,0.0,GdPrv,6,2008,WD ,Normal,2.0
2488,923204150,1824,139000,90,RL,94.0,9400,Pave,0.0,1,1,4,Corner,3,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,NO,0.0,3,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,912.0,912.0,GasA,3,Y,SBrkr,912,912,0,0.0,0.0,2,2,4,2,3,8,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,128,0,0,0,0,no,0.0,NO,4,2010,WD ,Normal,3.0
